,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
10,0.019254601220021424,-10.549459,-9.0488615,-7.4192543,-10.363334,-10.471727,-6.3666997,-5.678116,-3.0496283,0.7945038,-3.0399122,-7.1026917,-15.714161,0.7734375,0.7844893,0.6301997,0.6869577,0.7404042,0.44301227,0.40456074,0.40744317,0.43539396,0.32368854,0.21093267,0.22741106,0.27142906,0.00020338902,0.012950719,0.10761478,0.1880727,0.12747976,0.1273153,0.0996444,0.0616031,0.051125906,0.04073052,0.049624156,0.048662484
11,0.019108324659168743,16.300934,10.718235,8.376411,7.036708,5.1782074,9.493757,12.678019,14.3552475,9.572592,3.7423015,2.4054623,-2.8071923,0.71484375,1.0,0.5382296,0.4038782,0.43371493,0.61145014,1.0,0.75068706,0.4723931,0.36865503,0.44898203,0.63302207,0.71079785,8.816453e-05,0.006015038,0.06057298,0.18609776,0.32826087,0.43719208,0.3754162,0.23897333,0.1920003,0.1755135,0.21442486,0.19888766
12,0.018212353152559427,,,,,,,,,,,,,0.5341796875,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03746015777860372,,,,,,,,,,,,,0.38134765625,,,,,,,,,,,,,,,,,,,,,,,,
14,0.05963953092839303,,,,,,,,,,,,,0.22412109375,,,,,,,,,,,,,,,,,,,,,,,,
15,0.06147030966086197,,,,,,,,,,,,,0.126953125,,,,,,,,,,,,,,,,,,,,,,,,
16,0.06149085635374213,,,,,,,,,,,,,0.16162109375,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0551455085550517,,,,,,,,,,,,,0.1669921875,,,,,,,,,,,,,,,,,,,,,,,,
18,0.054062238493463304,,,,,,,,,,,,,0.16845703125,,,,,,,,,,,,,,,,,,,,,,,,
19,0.05708840148779686,,,,,,,,,,,,,0.15966796875,,,,,,,,,,,,,,,,,,,,,,,,
20,0.06168056473219913,,,,,,,,,,,,,0.1435546875,,,,,,,,,,,,,,,,,,,,,,,,
21,0.07136699257851693,,,,,,,,,,,,,0.134765625,,,,,,,,,,,,,,,,,,,,,,,,
22,0.08109372416901958,,,,,,,,,,,,,0.126953125,,,,,,,,,,,,,,,,,,,,,,,,
23,0.07736220199903088,,,,,,,,,,,,,0.13037109375,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0558739894809168,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,
25,0.03633764883020909,,,,,,,,,,,,,0.126953125,,,,,,,,,,,,,,,,,,,,,,,,
26,0.03128910412053401,,,,,,,,,,,,,0.11767578125,,,,,,,,,,,,,,,,,,,,,,,,
27,0.02869801798284523,,,,,,,,,,,,,0.0986328125,,,,,,,,,,,,,,,,,,,,,,,,
28,0.022727160841289833,,,,,,,,,,,,,0.076171875,,,,,,,,,,,,,,,,,,,,,,,,
29,0.012749055553200054,,,,,,,,,,,,,0.052734375,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0059330334978460915,,,,,,,,,,,,,0.07373046875,,,,,,,,,,,,,,,,,,,,,,,,
31,0.002838103521082772,,,,,,,,,,,,,0.099609375,,,,,,,,,,,,,,,,,,,,,,,,
32,0.007481169400911578,,,,,,,,,,,,,0.12744140625,,,,,,,,,,,,,,,,,,,,,,,,
33,0.024913467465912092,,,,,,,,,,,,,0.1474609375,,,,,,,,,,,,,,,,,,,,,,,,
34,0.037366369317237545,,,,,,,,,,,,,0.12060546875,,,,,,,,,,,,,,,,,,,,,,,,
35,0.03789071489844522,,,,,,,,,,,,,0.0888671875,,,,,,,,,,,,,,,,,,,,,,,,
36,0.034567622239021115,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,
37,0.025571926617791712,,,,,,,,,,,,,0.037109375,,,,,,,,,,,,,,,,,,,,,,,,
38,0.015851832083846305,,,,,,,,,,,,,0.02734375,,,,,,,,,,,,,,,,,,,,,,,,
39,0.014333246671065567,,,,,,,,,,,,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,
40,0.016286957080710922,,,,,,,,,,,,,0.03466796875,,,,,,,,,,,,,,,,,,,,,,,,
41,0.02844539818722015,,,,,,,,,,,,,0.0400390625,,,,,,,,,,,,,,,,,,,,,,,,
42,0.05483346218699519,,,,,,,,,,,,,0.05322265625,,,,,,,,,,,,,,,,,,,,,,,,
43,0.07312605551931925,,,,,,,,,,,,,0.06005859375,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0712124432380002,,,,,,,,,,,,,0.06396484375,,,,,,,,,,,,,,,,,,,,,,,,
45,0.04865133467094501,,,,,,,,,,,,,0.0791015625,,,,,,,,,,,,,,,,,,,,,,,,
46,0.042105285407460884,,,,,,,,,,,,,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,
47,0.04170042802276683,,,,,,,,,,,,,0.0966796875,,,,,,,,,,,,,,,,,,,,,,,,
48,0.039828729310937824,,,,,,,,,,,,,0.11181640625,,,,,,,,,,,,,,,,,,,,,,,,
49,0.043845663736945845,,,,,,,,,,,,,0.1142578125,,,,,,,,,,,,,,,,,,,,,,,,
50,0.05030811877899863,,,,,,,,,,,,,0.1201171875,,,,,,,,,,,,,,,,,,,,,,,,
51,0.04690980860603325,,,,,,,,,,,,,0.1201171875,,,,,,,,,,,,,,,,,,,,,,,,
52,0.03570541805660371,,,,,,,,,,,,,0.11328125,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0336810576398681,,,,,,,,,,,,,0.09521484375,,,,,,,,,,,,,,,,,,,,,,,,
54,0.03460247609867509,,,,,,,,,,,,,0.0703125,,,,,,,,,,,,,,,,,,,,,,,,
55,0.02406888250328657,,,,,,,,,,,,,0.04736328125,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00988801798176268,,,,,,,,,,,,,0.04736328125,,,,,,,,,,,,,,,,,,,,,,,,
57,0.006545459449839278,,,,,,,,,,,,,0.0576171875,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0036721623045484005,,,,,,,,,,,,,0.07421875,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0008964163500974572,,,,,,,,,,,,,0.08642578125,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00035991241010824564,,,,,,,,,,,,,0.07373046875,,,,,,,,,,,,,,,,,,,,,,,,
61,0.002530078190490108,,,,,,,,,,,,,0.0576171875,,,,,,,,,,,,,,,,,,,,,,,,
62,0.009249102671047919,,,,,,,,,,,,,0.03955078125,,,,,,,,,,,,,,,,,,,,,,,,
63,0.016034440946364373,,,,,,,,,,,,,0.025390625,,,,,,,,,,,,,,,,,,,,,,,,
64,0.019826452976145336,,,,,,,,,,,,,0.02001953125,,,,,,,,,,,,,,,,,,,,,,,,
65,0.02133760659401973,,,,,,,,,,,,,0.01904296875,,,,,,,,,,,,,,,,,,,,,,,,
66,0.02192628391122256,,,,,,,,,,,,,0.01904296875,,,,,,,,,,,,,,,,,,,,,,,,
67,0.020279998406744857,,,,,,,,,,,,,0.03662109375,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02025540668761307,,,,,,,,,,,,,0.07470703125,,,,,,,,,,,,,,,,,,,,,,,,
69,0.029095191946338667,,,,,,,,,,,,,0.111328125,,,,,,,,,,,,,,,,,,,,,,,,
70,0.03424656490048821,,,,,,,,,,,,,0.1396484375,,,,,,,,,,,,,,,,,,,,,,,,
71,0.030185694401052555,,,,,,,,,,,,,0.138671875,,,,,,,,,,,,,,,,,,,,,,,,
72,0.022129963338641534,,,,,,,,,,,,,0.11767578125,,,,,,,,,,,,,,,,,,,,,,,,
73,0.013382543574954577,,,,,,,,,,,,,0.1328125,,,,,,,,,,,,,,,,,,,,,,,,
74,0.007575624049954937,,,,,,,,,,,,,0.1845703125,,,,,,,,,,,,,,,,,,,,,,,,
75,0.004471315431895138,,,,,,,,,,,,,0.314453125,,,,,,,,,,,,,,,,,,,,,,,,
76,0.005958745784923391,,,,,,,,,,,,,0.4775390625,,,,,,,,,,,,,,,,,,,,,,,,
77,0.009837252967216515,,,,,,,,,,,,,0.60888671875,,,,,,,,,,,,,,,,,,,,,,,,
78,0.011780754232323207,,,,,,,,,,,,,0.712890625,,,,,,,,,,,,,,,,,,,,,,,,
79,0.013330216568622658,,,,,,,,,,,,,0.7587890625,,,,,,,,,,,,,,,,,,,,,,,,
80,0.013182461213103965,,,,,,,,,,,,,0.76806640625,,,,,,,,,,,,,,,,,,,,,,,,
81,0.012590082242661477,,,,,,,,,,,,,0.775390625,,,,,,,,,,,,,,,,,,,,,,,,
82,0.013835560952343427,,,,,,,,,,,,,0.78857421875,,,,,,,,,,,,,,,,,,,,,,,,
83,0.015305899849980457,,,,,,,,,,,,,0.783203125,,,,,,,,,,,,,,,,,,,,,,,,
84,0.014236070969284814,,,,,,,,,,,,,0.77978515625,,,,,,,,,,,,,,,,,,,,,,,,
85,0.013600465216189562,,,,,,,,,,,,,0.76953125,,,,,,,,,,,,,,,,,,,,,,,,
86,0.012195772104588122,,,,,,,,,,,,,0.7392578125,,,,,,,,,,,,,,,,,,,,,,,,
87,0.009148432241911888,,,,,,,,,,,,,0.693359375,,,,,,,,,,,,,,,,,,,,,,,,
88,0.005512168910249288,,,,,,,,,,,,,0.6103515625,,,,,,,,,,,,,,,,,,,,,,,,
89,0.0023807026214996904,,,,,,,,,,,,,0.453125,,,,,,,,,,,,,,,,,,,,,,,,
90,0.000797885291928757,,,,,,,,,,,,,0.28125,,,,,,,,,,,,,,,,,,,,,,,,
