,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.0007639822687627004,-480.14346,-357.78278,-316.10178,-328.98486,-345.26343,-341.50287,-339.4475,-341.0146,-334.65356,-332.79575,-327.23898,-320.54324,0.2197265625,0.7786889,0.40816686,0.24549685,0.4306587,0.7052731,0.8212888,0.702949,0.5484393,0.5017749,0.73347384,0.9305978,0.86307484,0.00012876301,0.001645444,0.0028501134,0.0006292634,0.00011015086,0.00011981962,0.00015645976,0.00014336074,0.0001520056,0.00015023121,0.0001353836,0.00049600995
1,0.004857438812779475,-6.710871,-45.944363,-76.50731,-102.89096,-114.928604,-113.65135,-111.49118,-110.34407,-105.45318,-102.30551,-103.431854,-90.95649,0.3837890625,0.7519209,0.3732339,0.2582863,0.5369197,1.0,0.8724515,1.0,1.0,1.0,1.0,1.0,0.9254472,0.0001478123,0.00075418974,0.00067768974,0.00018059595,0.00010824078,0.00013143528,0.000102879414,9.312987e-05,0.00011464277,0.00010285962,0.00010465176,0.00024246189
2,0.013704433055594737,21.756813,40.767487,59.14978,64.9119,54.689423,49.797592,43.90545,35.605835,33.96396,34.837143,32.527016,40.988136,0.5732421875,0.5609032,0.36233377,0.24079463,0.38069618,0.6512636,0.5731396,0.63469565,0.7697965,0.72926235,0.6002573,0.49106076,0.54425347,5.3962263e-05,0.0002748682,0.00042679012,0.00020507426,0.000107415704,0.0001269871,0.000121408375,0.0001925104,0.0003110373,0.00020952096,0.00021636888,0.000283579
3,0.020529447508081396,23.055122,18.1922,8.342606,-9.520988,-31.956854,-36.236595,-33.123016,-33.94459,-34.829147,-28.822691,-26.629911,-21.098896,0.68505859375,0.57599485,0.2892582,0.17998737,0.20555472,0.5122014,0.81395096,0.72140163,0.7818076,0.6899825,0.665769,0.72782916,1.0,4.173344e-05,0.00020998772,0.0002572578,0.0002096828,0.00021898652,0.0001908658,0.00022973053,0.0002632586,0.00036135397,0.0004332559,0.0005036061,0.00040915035
4,0.02417353039593847,-12.816594,-3.5792038,-2.5189373,0.8844323,10.138233,20.83828,24.20603,15.894962,9.068744,10.452774,12.79129,15.408558,0.73876953125,0.34090936,0.20193723,0.1358581,0.1029817,0.13274357,0.25173524,0.24464937,0.273392,0.3122181,0.30107048,0.26432005,0.37048954,1.720879e-05,0.000119663615,0.00018301181,0.00015509858,0.00020060202,0.00029479084,0.00031442303,0.00032440858,0.00051093387,0.00047112227,0.00043998685,0.000505782
5,0.02766012129318793,10.854094,16.28644,16.521254,13.6147,3.9081483,-1.359607,-2.2730422,-4.225131,-1.7414148,3.347435,2.6159966,-0.62729514,0.77294921875,0.36492035,0.46185192,0.2790074,0.14607795,0.03721747,0.020880088,0.017888723,0.026284384,0.04692992,0.059498664,0.047936272,0.045028538,6.9066016e-05,0.00046520482,0.000725638,0.0003931316,0.00034095522,0.00055540376,0.00059961225,0.00064281665,0.00066929404,0.00070585654,0.00093654724,0.001407038
6,0.025602220129879998,-12.855763,-17.622292,-18.7042,-11.565399,-2.37214,-0.080685854,5.9557934,6.371873,3.9276063,7.6689205,7.6613665,3.386187,0.77783203125,0.50824463,1.0,0.5745321,0.32901293,0.102658235,0.039803404,0.027378067,0.031707104,0.06640134,0.08632806,0.07065052,0.0730514,5.497581e-05,0.00048628336,0.00081542984,0.00048871635,0.00034167164,0.00044005565,0.00058209716,0.00063524605,0.0006279255,0.00055471755,0.000707131,0.00093848427
7,0.020928399887130196,9.659436,12.002834,14.747948,17.335821,10.039767,5.7118225,9.055706,7.799763,5.9571457,6.5075493,7.2815695,1.3173425,0.7763671875,0.47176683,0.51514846,0.39506894,0.3230213,0.14633039,0.06503984,0.047133885,0.054673743,0.07229406,0.10682267,0.09953963,0.08594736,4.1246116e-05,0.00044450932,0.0008007158,0.00056308764,0.0005263218,0.00063315924,0.00085829524,0.00081586343,0.0009037791,0.001014937,0.0014116638,0.0013128789
8,0.01897364386317154,5.706456,-0.58673036,2.0662107,1.2866389,-4.954789,-3.8853931,-1.2591743,6.4768,5.3038917,4.078819,3.25474,-1.0483141,0.78271484375,0.672183,0.69376487,0.52693284,0.39589655,0.20947087,0.15055066,0.13142855,0.1321942,0.14902602,0.1264272,0.1263879,0.14096177,0.00014659403,0.0017562421,0.004873749,0.0035682027,0.0014945208,0.00134933,0.0015573915,0.0019636774,0.0020757332,0.0024492047,0.0028282874,0.0028358798
9,0.017741990073252868,4.0709553,4.3107157,5.9894648,5.820552,7.6685777,14.701675,15.507787,16.906307,15.056531,11.315029,11.400965,4.334628,0.7744140625,0.60412127,0.9459905,1.0,1.0,0.51795113,0.33723328,0.31144285,0.2779957,0.27729917,0.20688747,0.2250892,0.2632667,0.00019422796,0.0058608586,0.030078553,0.031123413,0.011099954,0.005681743,0.004045069,0.0040040836,0.006308599,0.007615111,0.0073468504,0.0060931076
